"Tmu","TriNo","Code","Comnt"
1435673828,810,1,"Trig. 810"
1436371094,910,1,"Trig. 910"
1437763672,710,1,"Trig. 710"
1438460938,810,1,"Trig. 810"
1439158203,910,1,"Trig. 910"
1440597656,710,1,"Trig. 710"
1441292969,810,1,"Trig. 810"
1441990234,910,1,"Trig. 910"
1443382813,710,1,"Trig. 710"
1444777344,910,1,"Trig. 910"
1446216797,721,1,"Trig. 721"
1446912109,821,1,"Trig. 821"
1447609375,921,1,"Trig. 921"
1449048828,720,1,"Trig. 720"
1449746094,820,1,"Trig. 820"
1450443359,920,1,"Trig. 920"
1451835938,711,1,"Trig. 711"
1452531250,811,1,"Trig. 811"
1453228516,911,1,"Trig. 911"
1454667969,710,1,"Trig. 710"
1455365234,810,1,"Trig. 810"
1456062500,910,1,"Trig. 910"
1457455078,710,1,"Trig. 710"
1458150391,810,1,"Trig. 810"
1458847656,910,1,"Trig. 910"
1460287109,721,1,"Trig. 721"
1460984375,821,1,"Trig. 821"
1461679688,921,1,"Trig. 921"
1463074219,711,1,"Trig. 711"
1463769531,811,1,"Trig. 811"
1464466797,911,1,"Trig. 911"
1465906250,710,1,"Trig. 710"
1466603516,810,1,"Trig. 810"
1467298828,910,1,"Trig. 910"
1468693359,721,1,"Trig. 721"
1469388672,821,1,"Trig. 821"
1470085938,921,1,"Trig. 921"
1471525391,711,1,"Trig. 711"
1472222656,811,1,"Trig. 811"
1472917969,911,1,"Trig. 911"
1474359375,710,1,"Trig. 710"
1475007813,810,1,"Trig. 810"
1475705078,910,1,"Trig. 910"
1477144531,721,1,"Trig. 721"
1477841797,821,1,"Trig. 821"
1478537109,921,1,"Trig. 921"
1479931641,720,1,"Trig. 720"
1480626953,820,1,"Trig. 820"
1481324219,920,1,"Trig. 920"
1482763672,720,1,"Trig. 720"
1483460938,820,1,"Trig. 820"
1484156250,920,1,"Trig. 920"
1485597656,711,1,"Trig. 711"
1486246094,811,1,"Trig. 811"
1486943359,911,1,"Trig. 911"
1488382813,721,1,"Trig. 721"
1489080078,821,1,"Trig. 821"
1489775391,921,1,"Trig. 921"
1491216797,720,1,"Trig. 720"
1491865234,820,1,"Trig. 820"
1492562500,920,1,"Trig. 920"
1494001953,711,1,"Trig. 711"
1494699219,811,1,"Trig. 811"
1495394531,911,1,"Trig. 911"
1496789063,710,1,"Trig. 710"
1497484375,810,1,"Trig. 810"
1498228516,910,1,"Trig. 910"
1499621094,710,1,"Trig. 710"
1500318359,810,1,"Trig. 810"
1501013672,910,1,"Trig. 910"
1502455078,710,1,"Trig. 710"
1503847656,910,1,"Trig. 910"
1505429688,721,1,"Trig. 721"
1506125000,821,1,"Trig. 821"
1506822266,921,1,"Trig. 921"
1508214844,711,1,"Trig. 711"
1508912109,811,1,"Trig. 811"
1509609375,911,1,"Trig. 911"
1511048828,710,1,"Trig. 710"
1511744141,810,1,"Trig. 810"
1512441406,910,1,"Trig. 910"
1513833984,710,1,"Trig. 710"
1514531250,810,1,"Trig. 810"
1515228516,910,1,"Trig. 910"
1516667969,721,1,"Trig. 721"
1517363281,821,1,"Trig. 821"
1518060547,921,1,"Trig. 921"
1519453125,720,1,"Trig. 720"
1520847656,920,1,"Trig. 920"
1522287109,711,1,"Trig. 711"
1522982422,811,1,"Trig. 811"
1523679688,911,1,"Trig. 911"
1525119141,710,1,"Trig. 710"
1525769531,810,1,"Trig. 810"
1526466797,910,1,"Trig. 910"
1527906250,710,1,"Trig. 710"
1528601563,810,1,"Trig. 810"
1531435547,810,1,"Trig. 810"
1532130859,910,1,"Trig. 910"
1533525391,710,1,"Trig. 710"
1534220703,810,1,"Trig. 810"
1534917969,910,1,"Trig. 910"
1536357422,710,1,"Trig. 710"
1537054688,810,1,"Trig. 810"
1539144531,710,1,"Trig. 710"
1539839844,810,1,"Trig. 810"
1540537109,910,1,"Trig. 910"
1541976563,710,1,"Trig. 710"
1542673828,810,1,"Trig. 810"
1543369141,910,1,"Trig. 910"
1544763672,721,1,"Trig. 721"
1545458984,821,1,"Trig. 821"
1546156250,921,1,"Trig. 921"
1547595703,720,1,"Trig. 720"
1548292969,820,1,"Trig. 820"
1548988281,920,1,"Trig. 920"
1550382813,720,1,"Trig. 720"
1551078125,820,1,"Trig. 820"
1551775391,920,1,"Trig. 920"
1553214844,711,1,"Trig. 711"
1553912109,811,1,"Trig. 811"
1554607422,911,1,"Trig. 911"
1556001953,710,1,"Trig. 710"
1556697266,810,1,"Trig. 810"
1557394531,910,1,"Trig. 910"
1558833984,721,1,"Trig. 721"
1559531250,821,1,"Trig. 821"
1560226563,921,1,"Trig. 921"
1561666016,720,1,"Trig. 720"
1562316406,820,1,"Trig. 820"
1563013672,920,1,"Trig. 920"
1564453125,711,1,"Trig. 711"
1565150391,811,1,"Trig. 811"
1565845703,911,1,"Trig. 911"
1567240234,721,1,"Trig. 721"
1567935547,821,1,"Trig. 821"
1568632813,921,1,"Trig. 921"
1570072266,711,1,"Trig. 711"
1571464844,911,1,"Trig. 911"
1572904297,721,1,"Trig. 721"
1573554688,821,1,"Trig. 821"
1574251953,921,1,"Trig. 921"
1575691406,720,1,"Trig. 720"
1576388672,820,1,"Trig. 820"
1577083984,920,1,"Trig. 920"
1578478516,720,1,"Trig. 720"
1579173828,820,1,"Trig. 820"
1579871094,920,1,"Trig. 920"
1581310547,711,1,"Trig. 711"
1582007813,811,1,"Trig. 811"
1584097656,710,1,"Trig. 710"
1584792969,810,1,"Trig. 810"
1585537109,910,1,"Trig. 910"
1586929688,710,1,"Trig. 710"
1587626953,810,1,"Trig. 810"
1589761719,721,1,"Trig. 721"
1590412109,821,1,"Trig. 821"
1591156250,921,1,"Trig. 921"
1592548828,720,1,"Trig. 720"
1593246094,820,1,"Trig. 820"
1593941406,920,1,"Trig. 920"
1595380859,720,1,"Trig. 720"
1596078125,820,1,"Trig. 820"
1598214844,711,1,"Trig. 711"
1599560547,911,1,"Trig. 911"
1.601e+09,710,1,"Trig. 710"
1601697266,810,1,"Trig. 810"
1603787109,721,1,"Trig. 721"
1604484375,821,1,"Trig. 821"
1606619141,720,1,"Trig. 720"
1607316406,820,1,"Trig. 820"
1608013672,920,1,"Trig. 920"
1609453125,720,1,"Trig. 720"
1610103516,820,1,"Trig. 820"
1610845703,920,1,"Trig. 920"
1612238281,711,1,"Trig. 711"
1612935547,811,1,"Trig. 811"
1613632813,911,1,"Trig. 911"
1615025391,721,1,"Trig. 721"
1615722656,821,1,"Trig. 821"
1616464844,921,1,"Trig. 921"
1617857422,720,1,"Trig. 720"
1618554688,820,1,"Trig. 820"
1619251953,920,1,"Trig. 920"
1620691406,711,1,"Trig. 711"
1621341797,811,1,"Trig. 811"
1622083984,911,1,"Trig. 911"
1623476563,710,1,"Trig. 710"
1624173828,810,1,"Trig. 810"
1624871094,910,1,"Trig. 910"
1626310547,721,1,"Trig. 721"
1627005859,821,1,"Trig. 821"
1627703125,921,1,"Trig. 921"
1629142578,711,1,"Trig. 711"
1629792969,811,1,"Trig. 811"
1630490234,911,1,"Trig. 911"
1631929688,721,1,"Trig. 721"
1632625000,821,1,"Trig. 821"
1634714844,720,1,"Trig. 720"
1635412109,820,1,"Trig. 820"
1636109375,920,1,"Trig. 920"
1637548828,711,1,"Trig. 711"
1640380859,710,1,"Trig. 710"
1641031250,810,1,"Trig. 810"
1641728516,910,1,"Trig. 910"
1643167969,721,1,"Trig. 721"
1643863281,821,1,"Trig. 821"
1644560547,921,1,"Trig. 921"
1645953125,711,1,"Trig. 711"
1646650391,811,1,"Trig. 811"
1648787109,721,1,"Trig. 721"
1649482422,821,1,"Trig. 821"
1650179688,921,1,"Trig. 921"
1651572266,720,1,"Trig. 720"
1653011719,920,1,"Trig. 920"
1654406250,720,1,"Trig. 720"
1655101563,820,1,"Trig. 820"
1655798828,920,1,"Trig. 920"
1657238281,711,1,"Trig. 711"
1657935547,811,1,"Trig. 811"
1658630859,911,1,"Trig. 911"
1660025391,710,1,"Trig. 710"
1660720703,810,1,"Trig. 810"
1661417969,910,1,"Trig. 910"
1662857422,721,1,"Trig. 721"
1663554688,821,1,"Trig. 821"
1664250000,921,1,"Trig. 921"
1665644531,720,1,"Trig. 720"
1666339844,820,1,"Trig. 820"
1667037109,920,1,"Trig. 920"
1668476563,711,1,"Trig. 711"
1669173828,811,1,"Trig. 811"
1669869141,911,1,"Trig. 911"
1671263672,710,1,"Trig. 710"
1671958984,810,1,"Trig. 810"
1672656250,910,1,"Trig. 910"
1674095703,721,1,"Trig. 721"
1674792969,821,1,"Trig. 821"
1675488281,921,1,"Trig. 921"
1676882813,720,1,"Trig. 720"
1677578125,820,1,"Trig. 820"
1679714844,720,1,"Trig. 720"
1680412109,820,1,"Trig. 820"
1682501953,720,1,"Trig. 720"
1683197266,820,1,"Trig. 820"
1683894531,920,1,"Trig. 920"
1685333984,711,1,"Trig. 711"
1686031250,811,1,"Trig. 811"
1686726563,911,1,"Trig. 911"
1688121094,710,1,"Trig. 710"
1688816406,810,1,"Trig. 810"
1689513672,910,1,"Trig. 910"
1690953125,710,1,"Trig. 710"
1691650391,810,1,"Trig. 810"
1692345703,910,1,"Trig. 910"
1693740234,721,1,"Trig. 721"
1694435547,821,1,"Trig. 821"
1695132813,921,1,"Trig. 921"
1696572266,711,1,"Trig. 711"
1697964844,911,1,"Trig. 911"
1699359375,710,1,"Trig. 710"
1700054688,810,1,"Trig. 810"
1700751953,910,1,"Trig. 910"
1702191406,710,1,"Trig. 710"
1703583984,910,1,"Trig. 910"
1705025391,710,1,"Trig. 710"
1705720703,810,1,"Trig. 810"
1706417969,910,1,"Trig. 910"
1707810547,710,1,"Trig. 710"
1708507813,810,1,"Trig. 810"
1709203125,910,1,"Trig. 910"
1710644531,710,1,"Trig. 710"
1711339844,810,1,"Trig. 810"
1712037109,910,1,"Trig. 910"
1713476563,721,1,"Trig. 721"
1714173828,821,1,"Trig. 821"
1714869141,921,1,"Trig. 921"
1719898438,720,1,"Trig. 720"
1720548828,820,1,"Trig. 820"
1721292969,920,1,"Trig. 920"
1722685547,720,1,"Trig. 720"
1723382813,820,1,"Trig. 820"
1724078125,920,1,"Trig. 920"
1725472656,720,1,"Trig. 720"
1726167969,820,1,"Trig. 820"
1726912109,920,1,"Trig. 920"
1728304688,720,1,"Trig. 720"
1729001953,820,1,"Trig. 820"
1729697266,920,1,"Trig. 920"
1731136719,720,1,"Trig. 720"
1731833984,820,1,"Trig. 820"
1732531250,920,1,"Trig. 920"
1733923828,720,1,"Trig. 720"
1734621094,820,1,"Trig. 820"
1735316406,920,1,"Trig. 920"
1736755859,720,1,"Trig. 720"
1737406250,820,1,"Trig. 820"
1738150391,920,1,"Trig. 920"
1739542969,720,1,"Trig. 720"
1740240234,820,1,"Trig. 820"
1740935547,920,1,"Trig. 920"
1742375000,720,1,"Trig. 720"
1743072266,820,1,"Trig. 820"
1743769531,920,1,"Trig. 920"
1745162109,720,1,"Trig. 720"
1745859375,820,1,"Trig. 820"
1746601563,920,1,"Trig. 920"
1747994141,720,1,"Trig. 720"
1748691406,820,1,"Trig. 820"
1749388672,920,1,"Trig. 920"
1750828125,720,1,"Trig. 720"
1751478516,820,1,"Trig. 820"
1752220703,920,1,"Trig. 920"
1753613281,720,1,"Trig. 720"
1754310547,820,1,"Trig. 820"
1755007813,920,1,"Trig. 920"
1756447266,720,1,"Trig. 720"
1757097656,820,1,"Trig. 820"
1757839844,920,1,"Trig. 920"
1759232422,720,1,"Trig. 720"
1759929688,820,1,"Trig. 820"
1760626953,920,1,"Trig. 920"
1762066406,720,1,"Trig. 720"
1762761719,820,1,"Trig. 820"
1763458984,920,1,"Trig. 920"
1764851563,720,1,"Trig. 720"
1765548828,820,1,"Trig. 820"
1766246094,920,1,"Trig. 920"
1767685547,720,1,"Trig. 720"
1769078125,920,1,"Trig. 920"
1770470703,720,1,"Trig. 720"
1771167969,820,1,"Trig. 820"
1771910156,920,1,"Trig. 920"
1773304688,720,1,"Trig. 720"
1.774e+09,820,1,"Trig. 820"
1774697266,920,1,"Trig. 920"
1776089844,720,1,"Trig. 720"
1776787109,820,1,"Trig. 820"
1777529297,920,1,"Trig. 920"
1778923828,720,1,"Trig. 720"
1779619141,820,1,"Trig. 820"
1780316406,920,1,"Trig. 920"
1781708984,720,1,"Trig. 720"
1782406250,820,1,"Trig. 820"
1783103516,920,1,"Trig. 920"
1784542969,720,1,"Trig. 720"
1785238281,820,1,"Trig. 820"
1785935547,920,1,"Trig. 920"
1787375000,720,1,"Trig. 720"
1788072266,820,1,"Trig. 820"
1788767578,920,1,"Trig. 920"
1790207031,720,1,"Trig. 720"
1790857422,820,1,"Trig. 820"
1791601563,920,1,"Trig. 920"
1792994141,720,1,"Trig. 720"
1793691406,820,1,"Trig. 820"
1794386719,920,1,"Trig. 920"
1795826172,720,1,"Trig. 720"
1796476563,820,1,"Trig. 820"
1797220703,920,1,"Trig. 920"
1798613281,720,1,"Trig. 720"
1799310547,820,1,"Trig. 820"
1801445313,720,1,"Trig. 720"
1802142578,820,1,"Trig. 820"
1802839844,920,1,"Trig. 920"
1804232422,720,1,"Trig. 720"
1804929688,820,1,"Trig. 820"
1805625000,920,1,"Trig. 920"
1807064453,720,1,"Trig. 720"
1807761719,820,1,"Trig. 820"
1808458984,920,1,"Trig. 920"
1809898438,720,1,"Trig. 720"
1811291016,920,1,"Trig. 920"
1812730469,720,1,"Trig. 720"
1813380859,820,1,"Trig. 820"
1814078125,920,1,"Trig. 920"
1815517578,720,1,"Trig. 720"
1816212891,820,1,"Trig. 820"
1818302734,720,1,"Trig. 720"
1.819e+09,820,1,"Trig. 820"
1819697266,920,1,"Trig. 920"
1821136719,720,1,"Trig. 720"
1821832031,820,1,"Trig. 820"
1822529297,920,1,"Trig. 920"
1823968750,720,1,"Trig. 720"
1824619141,820,1,"Trig. 820"
1825316406,920,1,"Trig. 920"
1826755859,720,1,"Trig. 720"
1827451172,820,1,"Trig. 820"
1828148438,920,1,"Trig. 920"
1829541016,720,1,"Trig. 720"
1830238281,820,1,"Trig. 820"
1830935547,920,1,"Trig. 920"
1832375000,720,1,"Trig. 720"
1833070313,820,1,"Trig. 820"
1833767578,920,1,"Trig. 920"
1835207031,720,1,"Trig. 720"
1835857422,820,1,"Trig. 820"
1836599609,920,1,"Trig. 920"
1837994141,720,1,"Trig. 720"
1838689453,820,1,"Trig. 820"
1839386719,920,1,"Trig. 920"
1840826172,720,1,"Trig. 720"
1841523438,820,1,"Trig. 820"
1843658203,720,1,"Trig. 720"
1844308594,820,1,"Trig. 820"
1845005859,920,1,"Trig. 920"
1846445313,720,1,"Trig. 720"
1847142578,820,1,"Trig. 820"
1847837891,920,1,"Trig. 920"
1849232422,720,1,"Trig. 720"
1849927734,820,1,"Trig. 820"
1850625000,920,1,"Trig. 920"
1852064453,720,1,"Trig. 720"
1852761719,820,1,"Trig. 820"
1853457031,920,1,"Trig. 920"
1854851563,720,1,"Trig. 720"
1855546875,820,1,"Trig. 820"
1856244141,920,1,"Trig. 920"
1857683594,720,1,"Trig. 720"
1858380859,820,1,"Trig. 820"
1859076172,920,1,"Trig. 920"
1860515625,720,1,"Trig. 720"
1861166016,820,1,"Trig. 820"
1861910156,920,1,"Trig. 920"
1863302734,720,1,"Trig. 720"
1.864e+09,820,1,"Trig. 820"
1864695313,920,1,"Trig. 920"
1866089844,720,1,"Trig. 720"
1866785156,820,1,"Trig. 820"
1867529297,920,1,"Trig. 920"
1868921875,720,1,"Trig. 720"
1869619141,820,1,"Trig. 820"
1870314453,920,1,"Trig. 920"
1872404297,820,1,"Trig. 820"
1873148438,920,1,"Trig. 920"
1874541016,720,1,"Trig. 720"
1875238281,820,1,"Trig. 820"
1875933594,920,1,"Trig. 920"
1877328125,720,1,"Trig. 720"
1878023438,820,1,"Trig. 820"
1878767578,920,1,"Trig. 920"
1880160156,720,1,"Trig. 720"
1880857422,820,1,"Trig. 820"
1881552734,920,1,"Trig. 920"
1882992188,720,1,"Trig. 720"
1883689453,820,1,"Trig. 820"
1884386719,920,1,"Trig. 920"
1885779297,720,1,"Trig. 720"
1886476563,820,1,"Trig. 820"
1887171875,920,1,"Trig. 920"
1888611328,720,1,"Trig. 720"
1889308594,820,1,"Trig. 820"
1890005859,920,1,"Trig. 920"
1891398438,720,1,"Trig. 720"
1892095703,820,1,"Trig. 820"
1892791016,920,1,"Trig. 920"
1894230469,720,1,"Trig. 720"
1894927734,820,1,"Trig. 820"
1895625000,920,1,"Trig. 920"
1897017578,720,1,"Trig. 720"
1897714844,820,1,"Trig. 820"
1898410156,920,1,"Trig. 920"
1899849609,720,1,"Trig. 720"
1900546875,820,1,"Trig. 820"
1901244141,920,1,"Trig. 920"
1902636719,720,1,"Trig. 720"
1903333984,820,1,"Trig. 820"
1904029297,920,1,"Trig. 920"
1905468750,720,1,"Trig. 720"
1906166016,820,1,"Trig. 820"
1906863281,920,1,"Trig. 920"
1908255859,720,1,"Trig. 720"
1908953125,820,1,"Trig. 820"
1909648438,920,1,"Trig. 920"
1911087891,720,1,"Trig. 720"
1911785156,820,1,"Trig. 820"
1912482422,920,1,"Trig. 920"
1913875000,720,1,"Trig. 720"
1915267578,920,1,"Trig. 920"
1916707031,720,1,"Trig. 720"
1917404297,820,1,"Trig. 820"
1918101563,920,1,"Trig. 920"
1919494141,720,1,"Trig. 720"
1920191406,820,1,"Trig. 820"
1920886719,920,1,"Trig. 920"
1922326172,720,1,"Trig. 720"
1923023438,820,1,"Trig. 820"
1923720703,920,1,"Trig. 920"
1925113281,720,1,"Trig. 720"
1925810547,820,1,"Trig. 820"
1926505859,920,1,"Trig. 920"
1927945313,720,1,"Trig. 720"
1928642578,820,1,"Trig. 820"
1929339844,920,1,"Trig. 920"
1930732422,720,1,"Trig. 720"
1931429688,820,1,"Trig. 820"
1932125000,920,1,"Trig. 920"
1933564453,720,1,"Trig. 720"
1934261719,820,1,"Trig. 820"
1934958984,920,1,"Trig. 920"
1936398438,720,1,"Trig. 720"
1937093750,820,1,"Trig. 820"
1939183594,720,1,"Trig. 720"
1939880859,820,1,"Trig. 820"
1940578125,920,1,"Trig. 920"
1942017578,720,1,"Trig. 720"
1942712891,820,1,"Trig. 820"
1943410156,920,1,"Trig. 920"
1944802734,720,1,"Trig. 720"
1945500000,820,1,"Trig. 820"
1947636719,720,1,"Trig. 720"
1948332031,820,1,"Trig. 820"
1949029297,920,1,"Trig. 920"
1950421875,720,1,"Trig. 720"
1951119141,820,1,"Trig. 820"
1951816406,920,1,"Trig. 920"
1953255859,720,1,"Trig. 720"
1953951172,820,1,"Trig. 820"
1954648438,920,1,"Trig. 920"
1956087891,720,1,"Trig. 720"
1957480469,920,1,"Trig. 920"
1958875000,720,1,"Trig. 720"
1959570313,820,1,"Trig. 820"
1960267578,920,1,"Trig. 920"
1961707031,720,1,"Trig. 720"
1962404297,820,1,"Trig. 820"
1964494141,720,1,"Trig. 720"
1965189453,820,1,"Trig. 820"
1965886719,920,1,"Trig. 920"
1967326172,720,1,"Trig. 720"
1968023438,820,1,"Trig. 820"
1968718750,920,1,"Trig. 920"
1970113281,720,1,"Trig. 720"
1970808594,820,1,"Trig. 820"
1972945313,720,1,"Trig. 720"
1973642578,820,1,"Trig. 820"
1974337891,920,1,"Trig. 920"
1975734375,720,1,"Trig. 720"
1976427734,820,1,"Trig. 820"
1977125000,920,1,"Trig. 920"
1978564453,720,1,"Trig. 720"
1979261719,820,1,"Trig. 820"
1979957031,920,1,"Trig. 920"
1981398438,720,1,"Trig. 720"
1982093750,820,1,"Trig. 820"
1982791016,920,1,"Trig. 920"
1984183594,720,1,"Trig. 720"
1984880859,820,1,"Trig. 820"
1987017578,720,1,"Trig. 720"
1989802734,720,1,"Trig. 720"
1990500000,820,1,"Trig. 820"
1991195313,920,1,"Trig. 920"
1992636719,720,1,"Trig. 720"
1993332031,820,1,"Trig. 820"
1994029297,920,1,"Trig. 920"
1995468750,720,1,"Trig. 720"
1996166016,820,1,"Trig. 820"
1996861328,920,1,"Trig. 920"
1998255859,720,1,"Trig. 720"
1998951172,820,1,"Trig. 820"
1999648438,920,1,"Trig. 920"
2001041016,720,1,"Trig. 720"
2001738281,820,1,"Trig. 820"
2002433594,920,1,"Trig. 920"
2003875000,720,1,"Trig. 720"
2004570313,820,1,"Trig. 820"
2005267578,920,1,"Trig. 920"
2006707031,720,1,"Trig. 720"
2007357422,820,1,"Trig. 820"
2009492188,720,1,"Trig. 720"
2010189453,820,1,"Trig. 820"
2012326172,720,1,"Trig. 720"
2013718750,920,1,"Trig. 920"
2015158203,720,1,"Trig. 720"
2015855469,820,1,"Trig. 820"
2016552734,920,1,"Trig. 920"
2017945313,720,1,"Trig. 720"
2018642578,820,1,"Trig. 820"
2019337891,920,1,"Trig. 920"
2020777344,720,1,"Trig. 720"
2021474609,820,1,"Trig. 820"
2022171875,920,1,"Trig. 920"
2023564453,720,1,"Trig. 720"
2024261719,820,1,"Trig. 820"
2024957031,920,1,"Trig. 920"
2026396484,720,1,"Trig. 720"
2027093750,820,1,"Trig. 820"
2027791016,920,1,"Trig. 920"
2029183594,720,1,"Trig. 720"
2029880859,820,1,"Trig. 820"
2030576172,920,1,"Trig. 920"
2032015625,720,1,"Trig. 720"
2032712891,820,1,"Trig. 820"
2033410156,920,1,"Trig. 920"
2034849609,720,1,"Trig. 720"
2035544922,820,1,"Trig. 820"
2036242188,920,1,"Trig. 920"
2037634766,720,1,"Trig. 720"
2038332031,820,1,"Trig. 820"
2040468750,720,1,"Trig. 720"
2041164063,820,1,"Trig. 820"
2041861328,920,1,"Trig. 920"
2043300781,720,1,"Trig. 720"
2043951172,820,1,"Trig. 820"
2044648438,920,1,"Trig. 920"
2046087891,720,1,"Trig. 720"
2046783203,820,1,"Trig. 820"
2047480469,920,1,"Trig. 920"
2048919922,720,1,"Trig. 720"
2049617188,820,1,"Trig. 820"
2050312500,920,1,"Trig. 920"
2051707031,720,1,"Trig. 720"
2053099609,920,1,"Trig. 920"
2054541016,720,1,"Trig. 720"
2055236328,820,1,"Trig. 820"
2055931641,920,1,"Trig. 920"
2057326172,720,1,"Trig. 720"
2058023438,820,1,"Trig. 820"
2058718750,920,1,"Trig. 920"
2060160156,720,1,"Trig. 720"
2060855469,820,1,"Trig. 820"
2061550781,920,1,"Trig. 920"
2062945313,720,1,"Trig. 720"
2064337891,920,1,"Trig. 920"
2065777344,720,1,"Trig. 720"
2067169922,920,1,"Trig. 920"
2068609375,720,1,"Trig. 720"
2069261719,820,1,"Trig. 820"
2070003906,920,1,"Trig. 920"
2071396484,720,1,"Trig. 720"
2072093750,820,1,"Trig. 820"
2072789063,920,1,"Trig. 920"
2074228516,720,1,"Trig. 720"
2074925781,820,1,"Trig. 820"
2075623047,920,1,"Trig. 920"
2077064453,720,1,"Trig. 720"
2077712891,820,1,"Trig. 820"
2078408203,920,1,"Trig. 920"
2079847656,720,1,"Trig. 720"
2080544922,820,1,"Trig. 820"
2081242188,920,1,"Trig. 920"
2082634766,720,1,"Trig. 720"
2083332031,820,1,"Trig. 820"
2085466797,720,1,"Trig. 720"
2086166016,820,1,"Trig. 820"
2086861328,920,1,"Trig. 920"
2088300781,720,1,"Trig. 720"
2088951172,820,1,"Trig. 820"
2091085938,720,1,"Trig. 720"
2091783203,820,1,"Trig. 820"
2092480469,920,1,"Trig. 920"
2093919922,720,1,"Trig. 720"
2096751953,720,1,"Trig. 720"
2097402344,820,1,"Trig. 820"
2098144531,920,1,"Trig. 920"
2099539063,720,1,"Trig. 720"
2100234375,820,1,"Trig. 820"
2100931641,920,1,"Trig. 920"
2102324219,720,1,"Trig. 720"
2103021484,820,1,"Trig. 820"
2103763672,920,1,"Trig. 920"
2105158203,720,1,"Trig. 720"
2105853516,820,1,"Trig. 820"
2106550781,920,1,"Trig. 920"
2107990234,720,1,"Trig. 720"
2108640625,820,1,"Trig. 820"
2109382813,920,1,"Trig. 920"
2110777344,720,1,"Trig. 720"
2111472656,820,1,"Trig. 820"
2112169922,920,1,"Trig. 920"
2113562500,720,1,"Trig. 720"
2115001953,920,1,"Trig. 920"
2116396484,720,1,"Trig. 720"
2117091797,820,1,"Trig. 820"
2117789063,920,1,"Trig. 920"
2119228516,720,1,"Trig. 720"
2119925781,820,1,"Trig. 820"
2120621094,920,1,"Trig. 920"
2122015625,720,1,"Trig. 720"
2122710938,820,1,"Trig. 820"
2123408203,920,1,"Trig. 920"
2124847656,720,1,"Trig. 720"
2125544922,820,1,"Trig. 820"
2126240234,920,1,"Trig. 920"
2127634766,720,1,"Trig. 720"
2130466797,720,1,"Trig. 720"
2131164063,820,1,"Trig. 820"
2131859375,920,1,"Trig. 920"
2133298828,720,1,"Trig. 720"
2133996094,820,1,"Trig. 820"
2134693359,920,1,"Trig. 920"
2136085938,720,1,"Trig. 720"
2137478516,920,1,"Trig. 920"
